name,price,description,imageUrl,quantity,category,sku,available,discount
ProductD,219.91,Limited edition,http://example.com/productd.jpg,91.0,Books,SKU0287,False,0.46
ProductE,429.73,High quality,http://example.com/producte.jpg,89.0,Books,SKU0288,False,0.39
ProductB,448.65,Eco-friendly,http://example.com/productb.jpg,6.0,Sports,SKU0289,True,0.4
ProductB,448.65,Eco-friendly,http://example.com/productb.jpg,6.0,Sports,SKU0289,True,0.4
ProductA,159.26,Popular item,http://example.com/producta.jpg,45.0,Books,SKU0290,False,0.18
ProductA,159.26,Popular item,http://example.com/producta.jpg,45.0,Books,SKU0290,False,0.18
ProductE,358.57,Limited edition,http://example.com/producte.jpg,94.0,Sports,SKU0291,False,0.34
ProductD,352.94,Popular item,http://example.com/productd.jpg,60.0,Home,SKU0292,False,0.06
ProductB,57.74,Durable,http://example.com/productb.jpg,98.0,Sports,SKU0293,False,0.15
,,,,,,,,
ProductA,430.8,Popular item,http://example.com/producta.jpg,80.0,Sports,SKU0295,True,0.18
ProductA,365.27,Eco-friendly,http://example.com/producta.jpg,40.0,Sports,SKU0296,True,0.13
ProductB,154.89,Popular item,http://example.com/productb.jpg,27.0,Home,SKU0297,False,0.44
ProductB,154.89,Popular item,http://example.com/productb.jpg,27.0,Home,SKU0297,False,0.44
ProductC,291.33,High quality,http://example.com/productc.jpg,32.0,Electronics,SKU0298,False,0.02
ProductE,115.12,Eco-friendly,http://example.com/producte.jpg,10.0,Clothing,SKU0299,False,0.2
ProductA,45.13,Popular item,http://example.com/producta.jpg,66.0,Sports,SKU0300,False,0.18
ProductC,204.76,Limited edition,http://example.com/productc.jpg,96.0,Sports,SKU0301,False,0.45
ProductC,204.76,Limited edition,http://example.com/productc.jpg,96.0,Sports,SKU0301,False,0.45
ProductD,398.75,Durable,http://example.com/productd.jpg,94.0,Electronics,SKU0302,True,0.36
ProductA,299.17,Popular item,http://example.com/producta.jpg,43.0,Clothing,SKU0303,True,0.07
ProductD,25.1,Eco-friendly,http://example.com/productd.jpg,62.0,Sports,SKU0304,True,0.22
ProductC,405.36,High quality,http://example.com/productc.jpg,54.0,Home,SKU0305,False,0.04
ProductB,314.57,Limited edition,http://example.com/productb.jpg,28.0,Clothing,SKU0306,True,0.28
ProductB,314.57,Limited edition,http://example.com/productb.jpg,28.0,Clothing,SKU0306,True,0.28
ProductD,98.41,Eco-friendly,http://example.com/productd.jpg,97.0,Electronics,SKU0307,True,0.16
ProductD,259.69,High quality,http://example.com/productd.jpg,86.0,Books,SKU0308,False,0.37
ProductB,293.28,High quality,http://example.com/productb.jpg,99.0,Home,SKU0309,False,0.08
ProductD,487.14,Limited edition,http://example.com/productd.jpg,45.0,Sports,SKU0310,False,0.41
ProductD,403.26,Popular item,http://example.com/productd.jpg,15.0,Sports,SKU0311,True,0.3
ProductD,464.45,Limited edition,http://example.com/productd.jpg,52.0,Clothing,SKU0312,True,0.27
ProductD,261.85,Durable,http://example.com/productd.jpg,17.0,Sports,SKU0313,False,0.29
,,,,,,,,
ProductC,145.62,Durable,http://example.com/productc.jpg,27.0,Sports,SKU0315,False,0.02
ProductC,198.04,Popular item,http://example.com/productc.jpg,49.0,Home,SKU0316,False,0.4
ProductB,125.24,Eco-friendly,http://example.com/productb.jpg,30.0,Books,SKU0317,False,0.43
ProductA,46.08,Durable,http://example.com/producta.jpg,30.0,Sports,SKU0318,False,0.01
ProductC,310.07,Eco-friendly,http://example.com/productc.jpg,64.0,Sports,SKU0319,True,0.12
ProductA,124.4,Eco-friendly,http://example.com/producta.jpg,22.0,Books,SKU0320,True,0.01
,,,,,,,,
ProductA,190.03,High quality,http://example.com/producta.jpg,75.0,Sports,SKU0322,False,0.15
,,,,,,,,
ProductB,359.87,Durable,http://example.com/productb.jpg,88.0,Electronics,SKU0324,False,0.39
ProductC,320.43,Durable,http://example.com/productc.jpg,39.0,Home,SKU0325,False,0.25
ProductB,415.64,Eco-friendly,http://example.com/productb.jpg,64.0,Books,SKU0326,False,0.41
ProductA,185.21,Durable,http://example.com/producta.jpg,96.0,Sports,SKU0327,False,0.46
ProductE,414.71,Popular item,http://example.com/producte.jpg,97.0,Home,SKU0328,True,0.12
ProductD,419.21,Eco-friendly,http://example.com/productd.jpg,95.0,Sports,SKU0329,False,0.05
ProductB,20.58,Limited edition,http://example.com/productb.jpg,78.0,Home,SKU0330,True,0.36
ProductD,13.37,Popular item,http://example.com/productd.jpg,38.0,Clothing,SKU0331,True,0.17
ProductE,153.67,High quality,http://example.com/producte.jpg,87.0,Electronics,SKU0332,False,0.25
ProductE,122.69,Durable,http://example.com/producte.jpg,41.0,Books,SKU0333,False,0.16
ProductE,265.38,Eco-friendly,http://example.com/producte.jpg,76.0,Home,SKU0334,False,0.3
,,,,,,,,
ProductB,135.71,Eco-friendly,http://example.com/productb.jpg,40.0,Electronics,SKU0336,True,0.02
ProductA,99.0,Eco-friendly,http://example.com/producta.jpg,53.0,Books,SKU0337,True,0.32
ProductD,409.53,Popular item,http://example.com/productd.jpg,90.0,Clothing,SKU0338,True,0.05
ProductD,397.93,Durable,http://example.com/productd.jpg,46.0,Sports,SKU0339,False,0.11
ProductB,60.96,Durable,http://example.com/productb.jpg,22.0,Sports,SKU0340,False,0.33
ProductB,334.28,Limited edition,http://example.com/productb.jpg,40.0,Sports,SKU0341,True,0.46
ProductA,190.08,High quality,http://example.com/producta.jpg,42.0,Books,SKU0342,True,0.24
ProductD,360.74,Popular item,http://example.com/productd.jpg,24.0,Sports,SKU0343,True,0.1
ProductC,141.2,Popular item,http://example.com/productc.jpg,50.0,Electronics,SKU0344,True,0.07
ProductA,465.86,Eco-friendly,http://example.com/producta.jpg,40.0,Clothing,SKU0345,False,0.32
ProductA,465.86,Eco-friendly,http://example.com/producta.jpg,40.0,Clothing,SKU0345,False,0.32
ProductA,184.71,Popular item,http://example.com/producta.jpg,30.0,Books,SKU0346,False,0.29
,,,,,,,,
ProductE,283.93,Durable,http://example.com/producte.jpg,52.0,Home,SKU0348,True,0.39
ProductD,109.72,Limited edition,http://example.com/productd.jpg,90.0,Home,SKU0349,False,0.19
,,,,,,,,
ProductE,424.78,Limited edition,http://example.com/producte.jpg,63.0,Books,SKU0351,True,0.38
ProductD,135.47,Eco-friendly,http://example.com/productd.jpg,83.0,Books,SKU0352,True,0.27
ProductD,20.55,Limited edition,http://example.com/productd.jpg,85.0,Home,SKU0353,False,0.36
ProductD,20.55,Limited edition,http://example.com/productd.jpg,85.0,Home,SKU0353,False,0.36
ProductE,451.34,Eco-friendly,http://example.com/producte.jpg,46.0,Sports,SKU0354,False,0.44
ProductB,267.33,Popular item,http://example.com/productb.jpg,89.0,Books,SKU0355,False,0.15
ProductD,252.78,Durable,http://example.com/productd.jpg,34.0,Books,SKU0356,True,0.19
ProductC,28.01,High quality,http://example.com/productc.jpg,57.0,Home,SKU0357,True,0.17
ProductE,215.4,Eco-friendly,http://example.com/producte.jpg,51.0,Books,SKU0358,False,0.2
ProductE,119.25,Durable,http://example.com/producte.jpg,100.0,Sports,SKU0359,True,0.43
ProductA,392.23,Durable,http://example.com/producta.jpg,2.0,Sports,SKU0360,False,0.04
ProductC,182.08,Durable,http://example.com/productc.jpg,42.0,Home,SKU0361,True,0.24
ProductC,182.08,Durable,http://example.com/productc.jpg,42.0,Home,SKU0361,True,0.24
ProductC,109.64,Eco-friendly,http://example.com/productc.jpg,53.0,Books,SKU0362,True,0.01
,,,,,,,,
ProductD,173.49,Eco-friendly,http://example.com/productd.jpg,69.0,Clothing,SKU0364,True,0.33
,,,,,,,,
,,,,,,,,
ProductD,203.05,Limited edition,http://example.com/productd.jpg,78.0,Books,SKU0367,True,0.4
ProductA,223.93,Limited edition,http://example.com/producta.jpg,5.0,Books,SKU0368,True,0.12
ProductD,428.9,Durable,http://example.com/productd.jpg,70.0,Clothing,SKU0369,False,0.06
ProductB,147.54,High quality,http://example.com/productb.jpg,41.0,Books,SKU0370,False,0.44
ProductD,239.87,Limited edition,http://example.com/productd.jpg,33.0,Electronics,SKU0371,False,0.12
ProductC,156.36,High quality,http://example.com/productc.jpg,91.0,Electronics,SKU0372,True,0.41
ProductA,212.11,Durable,http://example.com/producta.jpg,57.0,Home,SKU0373,False,0.37
,,,,,,,,
ProductD,78.73,Popular item,http://example.com/productd.jpg,22.0,Sports,SKU0375,True,0.02
ProductE,168.24,Popular item,http://example.com/producte.jpg,84.0,Sports,SKU0376,False,0.43
ProductE,198.83,Durable,http://example.com/producte.jpg,9.0,Sports,SKU0377,False,0.44
ProductE,198.83,Durable,http://example.com/producte.jpg,9.0,Sports,SKU0377,False,0.44
ProductD,66.41,Popular item,http://example.com/productd.jpg,8.0,Home,SKU0378,True,0.17
ProductD,66.41,Popular item,http://example.com/productd.jpg,8.0,Home,SKU0378,True,0.17
ProductD,247.91,Popular item,http://example.com/productd.jpg,45.0,Electronics,SKU0379,True,0.07
ProductD,222.22,Eco-friendly,http://example.com/productd.jpg,20.0,Books,SKU0380,False,0.04
ProductB,310.0,Durable,http://example.com/productb.jpg,17.0,Clothing,SKU0381,True,0.13
ProductA,307.41,Eco-friendly,http://example.com/producta.jpg,19.0,Books,SKU0382,False,0.43
ProductB,301.38,Popular item,http://example.com/productb.jpg,11.0,Home,SKU0383,True,0.24
ProductE,312.93,Durable,http://example.com/producte.jpg,71.0,Electronics,SKU0384,True,0.15
ProductE,312.93,Durable,http://example.com/producte.jpg,71.0,Electronics,SKU0384,True,0.15
ProductB,48.57,Durable,http://example.com/productb.jpg,9.0,Sports,SKU0385,True,0.07
ProductC,362.83,Limited edition,http://example.com/productc.jpg,50.0,Electronics,SKU0386,True,0.39
,,,,,,,,
ProductA,214.84,Limited edition,http://example.com/producta.jpg,95.0,Sports,SKU0388,True,0.17
ProductE,443.5,Limited edition,http://example.com/producte.jpg,42.0,Electronics,SKU0389,True,0.24
ProductC,467.39,Durable,http://example.com/productc.jpg,85.0,Books,SKU0390,True,0.46
ProductD,40.11,Limited edition,http://example.com/productd.jpg,79.0,Sports,SKU0391,True,0.12
ProductC,398.24,Popular item,http://example.com/productc.jpg,98.0,Home,SKU0392,False,0.03
ProductE,164.88,High quality,http://example.com/producte.jpg,4.0,Sports,SKU0393,True,0.5
ProductE,164.88,High quality,http://example.com/producte.jpg,4.0,Sports,SKU0393,True,0.5
,,,,,,,,
ProductC,323.77,Limited edition,http://example.com/productc.jpg,78.0,Books,SKU0395,False,0.37
ProductA,199.37,High quality,http://example.com/producta.jpg,23.0,Electronics,SKU0396,True,0.46
ProductB,477.18,Limited edition,http://example.com/productb.jpg,18.0,Books,SKU0397,True,0.37
ProductE,327.44,Eco-friendly,http://example.com/producte.jpg,63.0,Home,SKU0398,True,0.08
ProductC,53.11,Limited edition,http://example.com/productc.jpg,65.0,Books,SKU0399,True,0.37
ProductC,287.39,Durable,http://example.com/productc.jpg,95.0,Sports,SKU0400,True,0.2
ProductE,153.86,Eco-friendly,http://example.com/producte.jpg,11.0,Home,SKU0401,True,0.22
ProductD,326.99,High quality,http://example.com/productd.jpg,78.0,Clothing,SKU0402,True,0.12
ProductD,326.99,High quality,http://example.com/productd.jpg,78.0,Clothing,SKU0402,True,0.12
ProductC,127.4,Durable,http://example.com/productc.jpg,63.0,Electronics,SKU0403,True,0.33
ProductE,336.86,Popular item,http://example.com/producte.jpg,17.0,Sports,SKU0404,True,0.25
ProductA,365.26,Durable,http://example.com/producta.jpg,66.0,Clothing,SKU0405,True,0.42
ProductE,183.99,Durable,http://example.com/producte.jpg,95.0,Sports,SKU0406,True,0.22
ProductC,371.9,Durable,http://example.com/productc.jpg,48.0,Clothing,SKU0407,False,0.1
ProductD,306.27,Popular item,http://example.com/productd.jpg,60.0,Electronics,SKU0408,False,0.31
ProductC,56.46,High quality,http://example.com/productc.jpg,25.0,Electronics,SKU0409,True,0.34
ProductD,331.29,Popular item,http://example.com/productd.jpg,84.0,Electronics,SKU0410,True,0.46
ProductB,494.37,High quality,http://example.com/productb.jpg,100.0,Electronics,SKU0411,False,0.22
ProductB,494.37,High quality,http://example.com/productb.jpg,100.0,Electronics,SKU0411,False,0.22
ProductE,164.22,High quality,http://example.com/producte.jpg,57.0,Home,SKU0412,False,0.35
ProductE,334.85,Popular item,http://example.com/producte.jpg,49.0,Home,SKU0413,False,0.49
ProductC,49.29,Eco-friendly,http://example.com/productc.jpg,59.0,Clothing,SKU0414,True,0.39
ProductD,231.06,High quality,http://example.com/productd.jpg,24.0,Books,SKU0415,True,0.13
ProductC,141.99,Limited edition,http://example.com/productc.jpg,1.0,Clothing,SKU0416,True,0.16
ProductA,416.45,Durable,http://example.com/producta.jpg,22.0,Books,SKU0417,False,0.18
ProductA,114.79,Eco-friendly,http://example.com/producta.jpg,78.0,Clothing,SKU0418,True,0.48
ProductD,180.67,Eco-friendly,http://example.com/productd.jpg,94.0,Books,SKU0419,False,0.17
ProductB,110.8,Eco-friendly,http://example.com/productb.jpg,98.0,Home,SKU0420,True,0.48
ProductD,202.21,Durable,http://example.com/productd.jpg,39.0,Sports,SKU0421,False,0.47
ProductA,249.93,Eco-friendly,http://example.com/producta.jpg,52.0,Clothing,SKU0422,False,0.07
ProductE,474.06,Durable,http://example.com/producte.jpg,32.0,Electronics,SKU0423,True,0.39
ProductB,425.9,High quality,http://example.com/productb.jpg,38.0,Sports,SKU0424,False,0.18
ProductB,232.02,Limited edition,http://example.com/productb.jpg,37.0,Home,SKU0425,False,0.42
ProductE,459.41,Limited edition,http://example.com/producte.jpg,98.0,Electronics,SKU0426,True,0.12
ProductE,459.41,Limited edition,http://example.com/producte.jpg,98.0,Electronics,SKU0426,True,0.12
ProductE,229.59,High quality,http://example.com/producte.jpg,94.0,Electronics,SKU0427,False,0.01
ProductE,150.53,High quality,http://example.com/producte.jpg,50.0,Electronics,SKU0428,True,0.24
ProductC,145.28,Eco-friendly,http://example.com/productc.jpg,81.0,Home,SKU0429,False,0.24
ProductC,145.28,Eco-friendly,http://example.com/productc.jpg,81.0,Home,SKU0429,False,0.24
ProductC,101.56,Eco-friendly,http://example.com/productc.jpg,95.0,Sports,SKU0430,True,0.04
ProductD,315.04,Popular item,http://example.com/productd.jpg,17.0,Electronics,SKU0431,True,0.5
ProductA,91.88,Popular item,http://example.com/producta.jpg,7.0,Clothing,SKU0432,False,0.0
,,,,,,,,
ProductB,112.49,Limited edition,http://example.com/productb.jpg,100.0,Electronics,SKU0434,False,0.38
ProductC,179.68,High quality,http://example.com/productc.jpg,74.0,Books,SKU0435,True,0.03
ProductA,289.04,Eco-friendly,http://example.com/producta.jpg,66.0,Books,SKU0436,True,0.36
ProductA,75.52,Limited edition,http://example.com/producta.jpg,77.0,Electronics,SKU0437,False,0.49
ProductC,379.03,Limited edition,http://example.com/productc.jpg,87.0,Clothing,SKU0438,False,0.35
ProductD,254.03,Eco-friendly,http://example.com/productd.jpg,77.0,Clothing,SKU0439,True,0.35
ProductE,145.28,High quality,http://example.com/producte.jpg,9.0,Clothing,SKU0440,False,0.14
,,,,,,,,
ProductB,368.98,High quality,http://example.com/productb.jpg,72.0,Sports,SKU0442,True,0.17
ProductD,220.6,Eco-friendly,http://example.com/productd.jpg,74.0,Sports,SKU0443,True,0.38
ProductD,50.88,Durable,http://example.com/productd.jpg,55.0,Clothing,SKU0444,False,0.33
ProductA,34.43,Eco-friendly,http://example.com/producta.jpg,77.0,Sports,SKU0445,True,0.04
ProductD,84.91,Eco-friendly,http://example.com/productd.jpg,93.0,Books,SKU0446,False,0.14
,,,,,,,,
ProductE,231.19,Limited edition,http://example.com/producte.jpg,45.0,Clothing,SKU0448,True,0.4
ProductA,289.27,High quality,http://example.com/producta.jpg,52.0,Sports,SKU0449,True,0.4
ProductA,70.67,Durable,http://example.com/producta.jpg,83.0,Sports,SKU0450,False,0.44
ProductA,94.71,Eco-friendly,http://example.com/producta.jpg,60.0,Electronics,SKU0451,True,0.18
ProductE,440.1,Eco-friendly,http://example.com/producte.jpg,29.0,Books,SKU0452,False,0.49
ProductE,440.1,Eco-friendly,http://example.com/producte.jpg,29.0,Books,SKU0452,False,0.49
ProductB,494.84,Limited edition,http://example.com/productb.jpg,50.0,Clothing,SKU0453,False,0.07
ProductB,494.84,Limited edition,http://example.com/productb.jpg,50.0,Clothing,SKU0453,False,0.07
ProductB,248.06,Popular item,http://example.com/productb.jpg,96.0,Clothing,SKU0454,True,0.32
ProductB,289.95,Eco-friendly,http://example.com/productb.jpg,43.0,Clothing,SKU0455,False,0.06
ProductD,368.5,Durable,http://example.com/productd.jpg,74.0,Clothing,SKU0456,True,0.29
ProductD,152.28,Eco-friendly,http://example.com/productd.jpg,38.0,Books,SKU0457,True,0.28
ProductD,152.28,Eco-friendly,http://example.com/productd.jpg,38.0,Books,SKU0457,True,0.28
ProductD,174.26,Popular item,http://example.com/productd.jpg,26.0,Sports,SKU0458,True,0.2
ProductD,160.08,Eco-friendly,http://example.com/productd.jpg,77.0,Electronics,SKU0459,True,0.23
,,,,,,,,
ProductC,488.66,Durable,http://example.com/productc.jpg,69.0,Sports,SKU0461,True,0.43
ProductD,204.09,Durable,http://example.com/productd.jpg,10.0,Clothing,SKU0462,False,0.46
ProductD,465.92,Popular item,http://example.com/productd.jpg,32.0,Home,SKU0463,False,0.32
ProductD,465.92,Popular item,http://example.com/productd.jpg,32.0,Home,SKU0463,False,0.32
ProductC,445.17,Limited edition,http://example.com/productc.jpg,47.0,Electronics,SKU0464,False,0.45
,,,,,,,,
,,,,,,,,
ProductB,480.3,Limited edition,http://example.com/productb.jpg,25.0,Electronics,SKU0467,True,0.03
ProductD,186.29,Durable,http://example.com/productd.jpg,53.0,Clothing,SKU0468,True,0.43
ProductE,495.72,Popular item,http://example.com/producte.jpg,76.0,Clothing,SKU0469,False,0.24
ProductB,284.36,Durable,http://example.com/productb.jpg,7.0,Sports,SKU0470,True,0.32
ProductA,336.71,Eco-friendly,http://example.com/producta.jpg,31.0,Electronics,SKU0471,False,0.07
ProductA,336.71,Eco-friendly,http://example.com/producta.jpg,31.0,Electronics,SKU0471,False,0.07
ProductC,492.89,Popular item,http://example.com/productc.jpg,64.0,Electronics,SKU0472,False,0.02
ProductD,69.77,High quality,http://example.com/productd.jpg,36.0,Home,SKU0473,False,0.13
ProductE,121.41,Eco-friendly,http://example.com/producte.jpg,31.0,Electronics,SKU0474,True,0.3
ProductE,468.81,Eco-friendly,http://example.com/producte.jpg,6.0,Home,SKU0475,True,0.06
ProductD,171.88,High quality,http://example.com/productd.jpg,59.0,Electronics,SKU0476,False,0.16
ProductB,489.14,Limited edition,http://example.com/productb.jpg,87.0,Books,SKU0477,False,0.37
ProductA,115.93,Durable,http://example.com/producta.jpg,33.0,Electronics,SKU0478,True,0.44
ProductA,184.49,High quality,http://example.com/producta.jpg,86.0,Electronics,SKU0479,True,0.49
ProductE,110.21,Popular item,http://example.com/producte.jpg,92.0,Sports,SKU0480,True,0.02
ProductE,244.12,Limited edition,http://example.com/producte.jpg,45.0,Electronics,SKU0481,False,0.34
ProductE,366.15,Durable,http://example.com/producte.jpg,34.0,Sports,SKU0482,False,0.43
ProductA,417.7,Limited edition,http://example.com/producta.jpg,45.0,Home,SKU0483,False,0.03
ProductD,494.96,Durable,http://example.com/productd.jpg,71.0,Sports,SKU0484,False,0.06
ProductC,149.74,Popular item,http://example.com/productc.jpg,47.0,Home,SKU0485,True,0.15
ProductC,149.74,Popular item,http://example.com/productc.jpg,47.0,Home,SKU0485,True,0.15
ProductD,209.1,Durable,http://example.com/productd.jpg,34.0,Electronics,SKU0486,False,0.21
,,,,,,,,
ProductA,439.3,Popular item,http://example.com/producta.jpg,10.0,Clothing,SKU0488,False,0.05
,,,,,,,,
ProductB,299.72,Eco-friendly,http://example.com/productb.jpg,36.0,Sports,SKU0490,False,0.34
ProductD,70.29,High quality,http://example.com/productd.jpg,67.0,Home,SKU0491,True,0.33
ProductA,443.31,Popular item,http://example.com/producta.jpg,17.0,Electronics,SKU0492,True,0.28
ProductB,68.3,Eco-friendly,http://example.com/productb.jpg,29.0,Clothing,SKU0493,True,0.08
,,,,,,,,
ProductB,42.79,Eco-friendly,http://example.com/productb.jpg,30.0,Clothing,SKU0495,False,0.28
ProductA,438.21,Eco-friendly,http://example.com/producta.jpg,6.0,Clothing,SKU0496,False,0.41
ProductE,284.24,Eco-friendly,http://example.com/producte.jpg,12.0,Books,SKU0497,False,0.16
ProductA,55.74,Eco-friendly,http://example.com/producta.jpg,43.0,Clothing,SKU0498,True,0.1
ProductA,230.55,Limited edition,http://example.com/producta.jpg,61.0,Electronics,SKU0499,True,0.43
ProductD,373.16,Durable,http://example.com/productd.jpg,67.0,Electronics,SKU0500,False,0.21
ProductD,337.95,Popular item,http://example.com/productd.jpg,98.0,Electronics,SKU0501,False,0.43
ProductD,337.95,Popular item,http://example.com/productd.jpg,98.0,Electronics,SKU0501,False,0.43
ProductB,457.19,High quality,http://example.com/productb.jpg,18.0,Clothing,SKU0502,False,0.34
ProductD,326.43,Durable,http://example.com/productd.jpg,12.0,Sports,SKU0503,False,0.14
ProductD,326.43,Durable,http://example.com/productd.jpg,12.0,Sports,SKU0503,False,0.14
,,,,,,,,
ProductD,27.33,Durable,http://example.com/productd.jpg,98.0,Home,SKU0505,False,0.43
ProductA,351.67,Eco-friendly,http://example.com/producta.jpg,88.0,Books,SKU0506,True,0.17
ProductA,186.56,Limited edition,http://example.com/producta.jpg,44.0,Electronics,SKU0507,True,0.24
ProductD,276.65,Durable,http://example.com/productd.jpg,72.0,Home,SKU0508,True,0.18
ProductE,322.88,Limited edition,http://example.com/producte.jpg,5.0,Electronics,SKU0509,True,0.14
ProductE,322.88,Limited edition,http://example.com/producte.jpg,5.0,Electronics,SKU0509,True,0.14
ProductB,103.01,Durable,http://example.com/productb.jpg,68.0,Electronics,SKU0510,False,0.04
ProductE,306.08,Popular item,http://example.com/producte.jpg,55.0,Home,SKU0511,True,0.38
ProductA,136.48,Durable,http://example.com/producta.jpg,93.0,Clothing,SKU0512,False,0.16
ProductC,254.59,Popular item,http://example.com/productc.jpg,72.0,Electronics,SKU0513,True,0.08
ProductA,401.96,Durable,http://example.com/producta.jpg,96.0,Clothing,SKU0514,False,0.18
ProductA,401.96,Durable,http://example.com/producta.jpg,96.0,Clothing,SKU0514,False,0.18
ProductD,192.59,Durable,http://example.com/productd.jpg,24.0,Clothing,SKU0515,True,0.14
ProductB,369.5,High quality,http://example.com/productb.jpg,45.0,Clothing,SKU0516,True,0.1
ProductB,366.69,Durable,http://example.com/productb.jpg,12.0,Clothing,SKU0517,True,0.45
ProductB,185.45,High quality,http://example.com/productb.jpg,61.0,Electronics,SKU0518,True,0.32
ProductC,398.76,Durable,http://example.com/productc.jpg,99.0,Home,SKU0519,True,0.05
,,,,,,,,
ProductA,163.47,Durable,http://example.com/producta.jpg,8.0,Books,SKU0521,False,0.25
ProductC,362.23,Eco-friendly,http://example.com/productc.jpg,80.0,Clothing,SKU0522,False,0.38
ProductE,417.21,Limited edition,http://example.com/producte.jpg,13.0,Sports,SKU0523,True,0.44
ProductC,433.08,Limited edition,http://example.com/productc.jpg,35.0,Sports,SKU0524,True,0.44
ProductE,43.86,Durable,http://example.com/producte.jpg,66.0,Sports,SKU0525,False,0.02
ProductA,134.76,Limited edition,http://example.com/producta.jpg,75.0,Books,SKU0526,False,0.01
ProductA,98.76,Eco-friendly,http://example.com/producta.jpg,55.0,Electronics,SKU0527,False,0.44
ProductE,494.25,High quality,http://example.com/producte.jpg,92.0,Sports,SKU0528,True,0.12
ProductE,376.12,Eco-friendly,http://example.com/producte.jpg,61.0,Books,SKU0529,False,0.39
ProductD,160.33,Durable,http://example.com/productd.jpg,23.0,Sports,SKU0530,False,0.3
ProductE,480.54,Limited edition,http://example.com/producte.jpg,78.0,Sports,SKU0531,False,0.46
ProductE,30.34,High quality,http://example.com/producte.jpg,98.0,Clothing,SKU0532,True,0.46
ProductC,478.12,Limited edition,http://example.com/productc.jpg,90.0,Home,SKU0533,True,0.39
ProductE,264.34,Durable,http://example.com/producte.jpg,10.0,Electronics,SKU0534,True,0.08
ProductC,304.54,Limited edition,http://example.com/productc.jpg,73.0,Clothing,SKU0535,False,0.03
ProductC,434.62,High quality,http://example.com/productc.jpg,77.0,Clothing,SKU0536,True,0.16
ProductC,434.62,High quality,http://example.com/productc.jpg,77.0,Clothing,SKU0536,True,0.16
,,,,,,,,
ProductA,235.23,Eco-friendly,http://example.com/producta.jpg,65.0,Home,SKU0538,False,0.04
,,,,,,,,
ProductA,328.31,Limited edition,http://example.com/producta.jpg,52.0,Sports,SKU0540,True,0.29
,,,,,,,,
ProductD,209.91,Durable,http://example.com/productd.jpg,25.0,Sports,SKU0542,False,0.4
ProductC,89.49,Eco-friendly,http://example.com/productc.jpg,45.0,Home,SKU0543,False,0.34
ProductA,133.67,High quality,http://example.com/producta.jpg,22.0,Clothing,SKU0544,True,0.35
ProductE,334.98,Durable,http://example.com/producte.jpg,100.0,Electronics,SKU0545,False,0.25
ProductC,181.59,Popular item,http://example.com/productc.jpg,90.0,Clothing,SKU0546,False,0.03
ProductE,253.26,Popular item,http://example.com/producte.jpg,48.0,Clothing,SKU0547,True,0.43
ProductD,301.13,Durable,http://example.com/productd.jpg,75.0,Sports,SKU0548,True,0.5
ProductC,181.73,High quality,http://example.com/productc.jpg,51.0,Sports,SKU0549,True,0.23
ProductC,342.04,Durable,http://example.com/productc.jpg,16.0,Home,SKU0550,False,0.16
ProductE,209.46,Eco-friendly,http://example.com/producte.jpg,57.0,Clothing,SKU0551,False,0.01
ProductB,435.16,Durable,http://example.com/productb.jpg,20.0,Sports,SKU0552,False,0.1
ProductB,435.16,Durable,http://example.com/productb.jpg,20.0,Sports,SKU0552,False,0.1
ProductB,269.95,High quality,http://example.com/productb.jpg,22.0,Sports,SKU0553,False,0.45
ProductC,191.29,Durable,http://example.com/productc.jpg,55.0,Clothing,SKU0554,True,0.31
ProductD,336.03,Eco-friendly,http://example.com/productd.jpg,72.0,Electronics,SKU0555,True,0.11
ProductD,336.03,Eco-friendly,http://example.com/productd.jpg,72.0,Electronics,SKU0555,True,0.11
ProductA,277.56,Limited edition,http://example.com/producta.jpg,24.0,Home,SKU0556,True,0.28
ProductC,62.03,Durable,http://example.com/productc.jpg,54.0,Electronics,SKU0557,False,0.27
ProductC,108.6,Eco-friendly,http://example.com/productc.jpg,92.0,Clothing,SKU0558,False,0.21
ProductD,379.4,High quality,http://example.com/productd.jpg,55.0,Clothing,SKU0559,True,0.39
ProductB,181.66,Eco-friendly,http://example.com/productb.jpg,42.0,Books,SKU0560,False,0.06
ProductB,384.95,Eco-friendly,http://example.com/productb.jpg,42.0,Books,SKU0561,False,0.13
ProductA,359.51,High quality,http://example.com/producta.jpg,54.0,Clothing,SKU0562,False,0.33
ProductD,183.0,Popular item,http://example.com/productd.jpg,85.0,Sports,SKU0563,False,0.3
ProductA,115.2,Eco-friendly,http://example.com/producta.jpg,82.0,Books,SKU0564,True,0.48
ProductE,284.62,Limited edition,http://example.com/producte.jpg,85.0,Home,SKU0565,True,0.04
ProductE,375.23,Durable,http://example.com/producte.jpg,1.0,Sports,SKU0566,True,0.08
ProductA,329.46,Limited edition,http://example.com/producta.jpg,68.0,Books,SKU0567,False,0.17
ProductB,395.92,Limited edition,http://example.com/productb.jpg,20.0,Sports,SKU0568,False,0.48
ProductA,333.91,Eco-friendly,http://example.com/producta.jpg,62.0,Books,SKU0569,True,0.39
ProductC,219.09,Popular item,http://example.com/productc.jpg,8.0,Home,SKU0570,False,0.07
,,,,,,,,
ProductB,401.24,Durable,http://example.com/productb.jpg,51.0,Books,SKU0572,False,0.24
ProductA,262.26,Popular item,http://example.com/producta.jpg,73.0,Home,SKU0573,True,0.26
